,date,time,tempC,weatherDesc,precipMM,humidity,pressure,cloudcover,windspeedKmph,visibility,uvIndex,moon_illumination,city
176,2018-02-15,6,2,Sunny,0.0,67,1020,8,17,10,3,0,rome
177,2018-02-15,12,11,Sunny,0.0,31,1022,7,9,10,3,0,rome
178,2018-02-15,18,7,Clear,0.0,49,1023,5,15,10,3,0,rome
179,2018-02-16,0,5,Clear,0.0,53,1025,5,10,10,3,2,rome
180,2018-02-16,6,5,Sunny,0.0,48,1025,9,6,10,3,2,rome
181,2018-02-16,12,12,Sunny,0.0,35,1025,14,5,10,3,2,rome
182,2018-02-16,18,10,Clear,0.0,63,1025,12,4,10,3,2,rome
183,2018-02-17,0,8,Cloudy,0.0,73,1025,48,5,10,4,10,rome
184,2018-02-17,6,7,Cloudy,0.0,71,1023,50,7,10,4,10,rome
185,2018-02-17,12,13,Cloudy,0.0,60,1021,70,8,10,4,10,rome
186,2018-02-17,18,11,Cloudy,0.0,77,1019,71,6,10,4,10,rome
187,2018-02-18,6,9,Rain,1.1,84,1016,100,14,9,3,17,rome
188,2018-02-18,12,10,Rain,2.4,87,1015,100,16,9,3,17,rome
189,2018-02-18,18,10,Rain,1.1,87,1014,33,9,9,3,17,rome
190,2018-02-19,0,9,Clear,0.0,88,1013,23,6,10,4,25,rome
191,2018-02-19,6,7,Sunny,0.0,83,1013,12,10,10,4,25,rome
192,2018-02-19,12,14,Rain,0.3,61,1012,88,4,10,4,25,rome
193,2018-02-19,18,10,Rain,1.1,82,1011,51,3,10,4,25,rome
194,2018-02-20,0,8,Rain,0.9,87,1010,41,5,10,2,32,rome
195,2018-02-20,6,6,Rain,0.2,87,1009,40,5,9,2,32,rome
196,2018-02-20,12,11,Cloudy,0.1,59,1006,78,5,10,2,32,rome
197,2018-02-20,18,8,Cloudy,0.1,64,1004,83,7,10,2,32,rome
198,2018-02-21,0,6,Cloudy,0.0,73,1003,87,8,10,2,40,rome
199,2018-02-21,6,6,Cloudy,0.0,72,1002,87,11,10,2,40,rome
200,2018-02-21,12,12,Cloudy,0.0,49,1001,46,10,10,2,40,rome
201,2018-02-22,0,7,Rain,1.0,76,1001,83,10,9,2,47,rome
202,2018-02-22,12,9,Rain,2.9,74,1002,100,11,7,2,47,rome
203,2018-02-22,18,8,Rain,5.9,81,1000,100,22,7,2,47,rome
204,2018-02-23,0,8,Rain,2.2,81,1001,63,10,9,2,55,rome
205,2018-02-23,12,9,Rain,5.3,88,1000,95,15,7,2,55,rome
206,2018-02-23,18,10,Rain,11.1,85,998,100,15,5,2,55,rome
207,2018-02-24,0,8,Rain,6.2,90,998,100,14,7,3,62,rome
208,2018-02-24,6,9,Rain,2.2,90,1001,62,15,9,3,62,rome
209,2018-02-24,12,11,Rain,1.1,84,1005,95,9,9,3,62,rome
210,2018-02-24,18,10,Rain,2.5,84,1007,76,9,9,3,62,rome
211,2018-02-25,0,8,Rain,0.2,87,1008,13,10,9,3,70,rome
212,2018-02-25,6,7,Sunny,0.0,82,1007,7,8,10,3,70,rome
213,2018-02-25,12,14,Sunny,0.1,52,1006,21,6,10,3,70,rome
214,2018-02-25,18,10,Rain,3.1,75,1005,100,10,7,3,70,rome
215,2018-02-26,0,6,Rain,1.6,72,1004,95,9,9,1,77,rome
216,2018-02-26,12,5,Sunny,0.8,70,1004,8,24,10,1,77,rome
217,2018-02-26,18,0,Snow,0.0,69,1006,2,20,9,1,77,rome
218,2018-02-27,0,-2,Clear,0.0,67,1006,10,13,10,2,85,rome
219,2018-02-27,6,-2,Cloudy,0.0,68,1006,44,13,10,2,85,rome
220,2018-02-27,12,4,Sunny,0.0,49,1007,7,13,10,2,85,rome
